,Name,Rating,Price,Type,Address,Hours,Website,Phone,PlusCode,Descript,G_MAP_URL,Latitude,Longitude,geometry,Psuedo_Z,Convenience,Customer Service and Checkout Process,Employees,Food Departments and Quality,Food Selection and Variety,Price and General Experience,LGBTQ_Friendly,Family_Friendly,Shop_Online,Shop_Store,Delivery,Pickup_Curbside,Pickup_Store,Drive_Thru,Delivery_No_Contact,Delivery_Same_Day,Disinfect_Surfaces,Safety_Dividers_Checkout,Masks_Required,Masks_Staff,Staff_Temperature_Check,Great_Service,Wheelchair_Accessible,Quick_Visit,Organic_Food,Prepared_Food,Pay_Checks,Pay_Debit_Cards,Pay_NFC_Mobile,Pay_SNAP_EBT,Pay_Credit_Cards,Restroom,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close
122,Ingles Markets,4.1,$$,Grocery store,"190 Clinch Ave, Clinton, TN 37716","{'Tuesday': ['7AM', '10PM'], 'Wednesday': ['7AM', '10PM'], 'Thursday': ['7AM', '10PM'], 'Friday': ['7AM', '10PM'], 'Saturday': ['7AM', '10PM'], 'Sunday': ['7AM', '10PM'], 'Monday': ['7AM', '10PM']}",Website: ingles-markets.com ,(865) 457-1611,"3VR9+JC Clinton, Tenn",,"https://www.google.com/maps/place/Ingles+Markets/@36.0915129,-84.1336595,17z/data=!3m1!4b1!4m5!3m4!1s0x885c37ba3eeaef33:0x3fb3abafa9bf1db4!8m2!3d36.0914794!4d-84.1313516",36.0915129,-84.1336595,POINT (-84.13365949999999 36.0915129),2022-03-10 23:59:59,3.416666666666667,3.1875,3.427083333333333,3.25,3.46875,3.767708333333333,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,2022-03-08 07:00:00,2022-03-08 22:00:00,2022-03-09 07:00:00,2022-03-09 22:00:00,2022-03-10 07:00:00,2022-03-10 22:00:00,2022-03-11 07:00:00,2022-03-11 22:00:00,2022-03-12 07:00:00,2022-03-12 22:00:00,2022-03-13 07:00:00,2022-03-13 22:00:00,2022-03-14 07:00:00,2022-03-14 22:00:00
123,Sam's Club,4.3,$,Warehouse club,"8435 Walbrook Dr, Knoxville, TN 37923","{'Tuesday': ['10AM', '8PM'], 'Wednesday': ['10AM', '8PM'], 'Thursday': ['10AM', '8PM'], 'Friday': ['10AM', '8PM'], 'Saturday': ['9AM', '8PM'], 'Sunday': ['10AM', '6PM'], 'Monday': ['10AM', '8PM']}",Website: samsclub.com ,(865) 694-2168,"WWGQ+VV Knoxville, Tenn","Membership-only warehouse chain selling a variety of bulk grocery items, electronics & home goods.","https://www.google.com/maps/place/Sam's+Club/@35.9271425,-84.0625181,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2524255205f1:0x1cb869670b45b29c!8m2!3d35.9271382!4d-84.0603241",35.9271425,-84.0625181,POINT (-84.06251810000001 35.9271425),2022-03-10 23:59:59,3.125,3.194444444444444,3.75,3.5,3.113095238095238,3.875,,,True,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,Yes,,Yes,Yes,,2022-03-08 10:00:00,2022-03-08 20:00:00,2022-03-09 10:00:00,2022-03-09 20:00:00,2022-03-10 10:00:00,2022-03-10 20:00:00,2022-03-11 10:00:00,2022-03-11 20:00:00,2022-03-12 09:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 18:00:00,2022-03-14 10:00:00,2022-03-14 20:00:00
124,Tienda La Pequeñita Mexican Store,4.8,,Grocery store,"5608 Western Ave, Knoxville, TN 37921","{'Tuesday': ['9AM', '9PM'], 'Wednesday': ['9AM', '9PM'], 'Thursday': ['9AM', '9PM'], 'Friday': ['9AM', '9PM'], 'Saturday': ['9AM', '9PM'], 'Sunday': ['9AM', '9PM'], 'Monday': ['9AM', '9PM']}",Website: negocio.site ,(865) 357-4262,"XXHP+5P Knoxville, Tenn",,"https://www.google.com/maps/place/Tienda+La+Peque%C3%B1ita+Mexican+Store/@35.9779702,-84.0153629,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d6fd37a0a43:0x325178cfb3c99d46!8m2!3d35.9779798!4d-84.0130704",35.9779702,-84.0153629,POINT (-84.0153629 35.9779702),2022-03-10 23:59:59,,,,4.053125,,3.75,,,False,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,2022-03-08 09:00:00,2022-03-08 21:00:00,2022-03-09 09:00:00,2022-03-09 21:00:00,2022-03-10 09:00:00,2022-03-10 21:00:00,2022-03-11 09:00:00,2022-03-11 21:00:00,2022-03-12 09:00:00,2022-03-12 21:00:00,2022-03-13 09:00:00,2022-03-13 21:00:00,2022-03-14 09:00:00,2022-03-14 21:00:00
125,Holy Land Market,4.7,$,Cafe,"3601 Sutherland Ave, Knoxville, TN 37919","{'Tuesday': ['10AM', '7PM'], 'Wednesday': ['10AM', '7PM'], 'Thursday': ['10AM', '7PM'], 'Friday': ['10AM', '7PM'], 'Saturday': ['10AM', '7PM'], 'Sunday': ['Closed'], 'Monday': ['Closed']}",Website: holylandknoxville.com ,(865) 525-4659,"W2XC+2G Knoxville, Tenn","Unfussy counter-serve featuring Middle Eastern deli fare such as kebabs & falafel, plus burgers.","https://www.google.com/maps/place/Holy+Land+Market/@35.9475422,-83.9808668,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3cd723c614db:0x4904001f46225920!8m2!3d35.9474697!4d-83.9786361",35.9475422,-83.9808668,POINT (-83.9808668 35.9475422),2022-03-10 23:59:59,3.973958333333333,3.9947916666666665,3.888888888888889,3.75,3.671875,3.810329861111111,,,True,,Yes,,,,Yes,,,,,,,,Yes,,,,,,Yes,Yes,,,2022-03-08 10:00:00,2022-03-08 19:00:00,2022-03-09 10:00:00,2022-03-09 19:00:00,2022-03-10 10:00:00,2022-03-10 19:00:00,2022-03-11 10:00:00,2022-03-11 19:00:00,2022-03-12 10:00:00,2022-03-12 19:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
126,Dollar Tree,4.0,$,Dollar store,"4409 Chapman Hwy Unit 1, Knoxville, TN 37920","{'Tuesday': ['9AM', '9PM'], 'Wednesday': ['9AM', '9PM'], 'Thursday': ['9AM', '9PM'], 'Friday': ['9AM', '9PM'], 'Saturday': ['9AM', '9PM'], 'Sunday': ['9AM', '8PM'], 'Monday': ['9AM', '9PM']}",Website: dollartree.com ,(865) 824-9095,"W3MV+2J Knoxville, Tenn","Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","https://www.google.com/maps/place/Dollar+Tree/@35.9325458,-83.9081248,17z/data=!3m1!4b1!4m5!3m4!1s0x885c182749394547:0x68302073fbdab55e!8m2!3d35.9325415!4d-83.9059308",35.9325458,-83.9081248,POINT (-83.9081248 35.9325458),2022-03-10 23:59:59,3.453125,3.130129635989011,3.4791666666666665,3.3888888888888893,,3.375,,,False,Yes,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 09:00:00,2022-03-08 21:00:00,2022-03-09 09:00:00,2022-03-09 21:00:00,2022-03-10 09:00:00,2022-03-10 21:00:00,2022-03-11 09:00:00,2022-03-11 21:00:00,2022-03-12 09:00:00,2022-03-12 21:00:00,2022-03-13 09:00:00,2022-03-13 20:00:00,2022-03-14 09:00:00,2022-03-14 21:00:00
127,Kroger,4.1,$$,Grocery store,"5201 N Broadway St, Knoxville, TN 37918","{'Tuesday': ['7AM', '11PM'], 'Wednesday': ['7AM', '11PM'], 'Thursday': ['7AM', '11PM'], 'Friday': ['7AM', '11PM'], 'Saturday': ['7AM', '11PM'], 'Sunday': ['7AM', '11PM'], 'Monday': ['7AM', '11PM']}",Website: kroger.com ,(865) 686-1015,"23M9+39 Knoxville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger/@36.0327115,-83.9337125,17z/data=!3m1!4b1!4m5!3m4!1s0x885c15f80df157f9:0x28bc0520a0721d6d!8m2!3d36.0327072!4d-83.9315185",36.0327115,-83.9337125,POINT (-83.9337125 36.0327115),2022-03-10 23:59:59,3.216666666666667,3.338541666666667,3.7083333333333335,,,3.65,,,True,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 07:00:00,2022-03-08 23:00:00,2022-03-09 07:00:00,2022-03-09 23:00:00,2022-03-10 07:00:00,2022-03-10 23:00:00,2022-03-11 07:00:00,2022-03-11 23:00:00,2022-03-12 07:00:00,2022-03-12 23:00:00,2022-03-13 07:00:00,2022-03-13 23:00:00,2022-03-14 07:00:00,2022-03-14 23:00:00
128,Sevierville Bargain Barn,4.8,,Discount supermarket,"125 N River Blvd, Sevierville, TN 37876","{'Tuesday': ['9AM', '6PM'], 'Wednesday': ['9AM', '6PM'], 'Thursday': ['9AM', '6PM'], 'Friday': ['9AM', '6PM'], 'Saturday': ['9AM', '6PM'], 'Sunday': ['Closed'], 'Monday': ['9AM', '6PM']}",Website: facebook.com ,(865) 366-1791,"VCGG+5H Sevierville, Tenn",,"https://www.google.com/maps/place/Sevierville+Bargain+Barn/@35.8754953,-83.5757744,17z/data=!3m1!4b1!4m5!3m4!1s0x885bf861ca898bed:0x8f99bd72354b8c58!8m2!3d35.8754887!4d-83.5735834",35.8754953,-83.5757744,POINT (-83.5757744 35.8754953),2022-03-10 23:59:59,3.9671875,3.90625,4.125,3.034908234126984,3.5,3.859375,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 09:00:00,2022-03-08 18:00:00,2022-03-09 09:00:00,2022-03-09 18:00:00,2022-03-10 09:00:00,2022-03-10 18:00:00,2022-03-11 09:00:00,2022-03-11 18:00:00,2022-03-12 09:00:00,2022-03-12 18:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 09:00:00,2022-03-14 18:00:00
129,Walmart Supercenter,3.8,$,Department store,"1414 Parkway, Sevierville, TN 37862","{'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['6AM', '11PM'], 'Monday': ['6AM', '11PM']}",Website: walmart.com ,(865) 429-0029,"RCQG+9G Sevierville, Tenn",,"https://www.google.com/maps/place/Walmart+Supercenter/@35.8385014,-83.5759168,17z/data=!3m1!4b1!4m5!3m4!1s0x885bf8b7e0179e0b:0x154a654adb96e163!8m2!3d35.8384971!4d-83.5737228",35.8385014,-83.5759168,POINT (-83.5759168 35.8385014),2022-03-10 23:59:59,,,,,,3.208333333333333,,,True,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,,,,,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 06:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
130,Food City,4.4,$$,Supermarket,"2339 Newport Hwy, Sevierville, TN 37876","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 908-8494,"VGJQ+PQ Sevierville, Tenn",,"https://www.google.com/maps/place/Food+City/@35.881794,-83.4627237,17z/data=!3m1!4b1!4m5!3m4!1s0x885bfaf6dda3b2b3:0xc2f551863d010b98!8m2!3d35.8820365!4d-83.4605893",35.881794,-83.4627237,POINT (-83.4627237 35.881794),2022-03-10 23:59:59,3.71875,3.75,3.524305555555556,3.71875,3.427083333333333,3.960700757575758,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
131,Food City,4.3,$$,Grocery store,"741 Dolly Parton Pkwy, Sevierville, TN 37864","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 908-3710,"VF72+93 Sevierville, Tenn",,"https://www.google.com/maps/place/Food+City/@35.8633795,-83.5520068,17z/data=!3m1!4b1!4m5!3m4!1s0x885bf902a7596017:0x299c2723b7b97ec5!8m2!3d35.8633716!4d-83.5501437",35.8633795,-83.5520068,POINT (-83.5520068 35.8633795),2022-03-10 23:59:59,3.4375,3.691666666666667,3.59375,3.3601190476190474,3.2087962962962964,4.0,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
132,Rivera's Market,4.3,,Grocery store,"2961 Veterans Blvd, Pigeon Forge, TN 37863","{'Tuesday': ['9AM', '9PM'], 'Wednesday': ['9AM', '9PM'], 'Thursday': ['9AM', '9PM'], 'Friday': ['9AM', '9PM'], 'Saturday': ['9AM', '9PM'], 'Sunday': ['9AM', '7PM'], 'Monday': ['9AM', '9PM']}",,(865) 365-1864,"QFV4+M8 Pigeon Forge, Tenn",,"https://www.google.com/maps/place/Rivera's+Market/@35.7941454,-83.5463483,17z/data=!3m1!4b1!4m5!3m4!1s0x885bfefb7ef4ec15:0xacc3e7481770a52c!8m2!3d35.7941411!4d-83.5441543",35.7941454,-83.5463483,POINT (-83.54634830000001 35.7941454),2022-03-10 23:59:59,3.331622023809524,3.613636363636364,4.21875,3.4375,3.25,3.5822916666666664,Yes,,False,Yes,,,,Yes,,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,Yes,,,2022-03-08 09:00:00,2022-03-08 21:00:00,2022-03-09 09:00:00,2022-03-09 21:00:00,2022-03-10 09:00:00,2022-03-10 21:00:00,2022-03-11 09:00:00,2022-03-11 21:00:00,2022-03-12 09:00:00,2022-03-12 21:00:00,2022-03-13 09:00:00,2022-03-13 19:00:00,2022-03-14 09:00:00,2022-03-14 21:00:00
133,Food City,4.4,$$,Grocery store,"180 Rutledge Pike, Blaine, TN 37709","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 932-1150,"47MP+W4 Blaine, Tenn",,"https://www.google.com/maps/place/Food+City/@36.1348287,-83.7168663,17z/data=!3m1!4b1!4m5!3m4!1s0x885c7303a5202317:0xe879f1a35a446b5a!8m2!3d36.1348667!4d-83.7148172",36.1348287,-83.7168663,POINT (-83.71686630000001 36.1348287),2022-03-10 23:59:59,3.702083333333333,3.541666666666666,3.75,,3.375,3.880952380952381,,,True,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
134,United Grocery Outlet,4.4,,Grocery store,"1115 N Charles G Seivers Blvd A, Clinton, TN 37716","{'Tuesday': ['8AM', '8PM'], 'Wednesday': ['8AM', '8PM'], 'Thursday': ['8AM', '8PM'], 'Friday': ['8AM', '8PM'], 'Saturday': ['8AM', '8PM'], 'Sunday': ['9AM', '7PM'], 'Monday': ['8AM', '8PM']}",Website: myugo.com ,(865) 457-7030,"4V9M+4Q Clinton, Tenn",,"https://www.google.com/maps/place/United+Grocery+Outlet/@36.1177695,-84.1177426,17z/data=!3m1!4b1!4m5!3m4!1s0x885c481da9b75e95:0x804033a06eb7ae74!8m2!3d36.1178727!4d-84.1157872",36.1177695,-84.1177426,POINT (-84.1177426 36.1177695),2022-03-10 23:59:59,3.75,3.7083333333333335,3.895833333333333,3.46875,3.666666666666667,4.101875,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,2022-03-08 08:00:00,2022-03-08 20:00:00,2022-03-09 08:00:00,2022-03-09 20:00:00,2022-03-10 08:00:00,2022-03-10 20:00:00,2022-03-11 08:00:00,2022-03-11 20:00:00,2022-03-12 08:00:00,2022-03-12 20:00:00,2022-03-13 09:00:00,2022-03-13 19:00:00,2022-03-14 08:00:00,2022-03-14 20:00:00
135,Mo African Market,4.4,,Grocery store,"5317 Clinton Hwy, Knoxville, TN 37912","{'Tuesday': ['10AM', '7PM'], 'Wednesday': ['10AM', '7PM'], 'Thursday': ['10AM', '7PM'], 'Friday': ['10AM', '7PM'], 'Saturday': ['10AM', '7PM'], 'Sunday': ['10AM', '7PM'], 'Monday': ['10AM', '7PM']}",Website: business.site ,(267) 259-9657,"2239+9J Knoxville, Tenn",,"https://www.google.com/maps/place/Mo+African+Market/@36.0034806,-83.9831564,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3c366dfdcd89:0x930237d4ebf8dcea!8m2!3d36.0035088!4d-83.9809466",36.0034806,-83.9831564,POINT (-83.9831564 36.0034806),2022-03-10 23:59:59,3.697916666666667,3.1875,3.520833333333333,3.375,3.885416666666667,,,,False,Yes,,,,,,,,,,,,,,Yes,,,,,,Yes,,,2022-03-08 10:00:00,2022-03-08 19:00:00,2022-03-09 10:00:00,2022-03-09 19:00:00,2022-03-10 10:00:00,2022-03-10 19:00:00,2022-03-11 10:00:00,2022-03-11 19:00:00,2022-03-12 10:00:00,2022-03-12 19:00:00,2022-03-13 10:00:00,2022-03-13 19:00:00,2022-03-14 10:00:00,2022-03-14 19:00:00
136,Monchis,4.2,,Mexican grocery store,"200 W Woodland Ave, Knoxville, TN 37917","{'Tuesday': ['10AM', '9PM'], 'Wednesday': ['10AM', '9PM'], 'Thursday': ['10AM', '9PM'], 'Friday': ['10AM', '9PM'], 'Saturday': ['10AM', '9PM'], 'Sunday': ['10AM', '9PM'], 'Monday': ['10AM', '9PM']}",,(865) 347-2173,"X3J8+V7 Knoxville, Tenn",,"https://www.google.com/maps/place/Monchis/@35.9822314,-83.9364877,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d5cf2f4fbe3:0x8fc1a1eb386c1cef!8m2!3d35.9822271!4d-83.9342937",35.9822314,-83.9364877,POINT (-83.9364877 35.9822314),2022-03-10 23:59:59,,4.5,3.4375,3.513392857142857,3.3125,5.0,,,False,Yes,,,Yes,,,,Yes,,,,,,Yes,Yes,,,,,,,,,2022-03-08 10:00:00,2022-03-08 21:00:00,2022-03-09 10:00:00,2022-03-09 21:00:00,2022-03-10 10:00:00,2022-03-10 21:00:00,2022-03-11 10:00:00,2022-03-11 21:00:00,2022-03-12 10:00:00,2022-03-12 21:00:00,2022-03-13 10:00:00,2022-03-13 21:00:00,2022-03-14 10:00:00,2022-03-14 21:00:00
137,Tio Conejo,4.2,,Mexican grocery store,"4406 N Broadway, Knoxville, TN 37917","{'Tuesday': ['9AM', '7PM'], 'Wednesday': ['9AM', '7PM'], 'Thursday': ['9AM', '7PM'], 'Friday': ['9AM', '7PM'], 'Saturday': ['9AM', '7PM'], 'Sunday': ['10AM', '5PM'], 'Monday': ['9AM', '7PM']}",,(865) 687-5105,"236G+RW Knoxville, Tenn",,"https://www.google.com/maps/place/Tio+Conejo/@36.0120133,-83.9248835,17z/data=!3m1!4b1!4m5!3m4!1s0x885c161b29631219:0xb3ba95290fcd0820!8m2!3d36.012009!4d-83.9226895",36.0120133,-83.9248835,POINT (-83.92488350000001 36.0120133),2022-03-10 23:59:59,3.75,3.40625,3.747395833333333,3.5,3.817708333333333,3.815625,,,False,Yes,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,,,,,,2022-03-08 09:00:00,2022-03-08 19:00:00,2022-03-09 09:00:00,2022-03-09 19:00:00,2022-03-10 09:00:00,2022-03-10 19:00:00,2022-03-11 09:00:00,2022-03-11 19:00:00,2022-03-12 09:00:00,2022-03-12 19:00:00,2022-03-13 10:00:00,2022-03-13 17:00:00,2022-03-14 09:00:00,2022-03-14 19:00:00
138,Maria's Market,4.4,,Grocery store,"6625 Maynardville Pike, Knoxville, TN 37918","{'Tuesday': ['11AM', '9PM'], 'Wednesday': ['11AM', '9PM'], 'Thursday': ['11AM', '9PM'], 'Friday': ['10AM', '9PM'], 'Saturday': ['10AM', '9PM'], 'Sunday': ['11AM', '8PM'], 'Monday': ['11AM', '9PM']}",Website: m.facebook.com ,(865) 377-3257,"338F+6C Knoxville, Tenn",,"https://www.google.com/maps/place/Maria's+Market/@36.0655414,-83.9286854,17z/data=!3m1!4b1!4m5!3m4!1s0x885c158210163399:0x5f6dc2e9b8cc16f!8m2!3d36.0655315!4d-83.9265283",36.0655414,-83.9286854,POINT (-83.92868540000001 36.0655414),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 11:00:00,2022-03-08 21:00:00,2022-03-09 11:00:00,2022-03-09 21:00:00,2022-03-10 11:00:00,2022-03-10 21:00:00,2022-03-11 10:00:00,2022-03-11 21:00:00,2022-03-12 10:00:00,2022-03-12 21:00:00,2022-03-13 11:00:00,2022-03-13 20:00:00,2022-03-14 11:00:00,2022-03-14 21:00:00
139,Food City,4.2,$$,Supermarket,"123 US-70, Dandridge, TN 37725","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 397-3921,"2H8F+MM Dandridge, Tenn",,"https://www.google.com/maps/place/Food+City/@36.0167477,-83.4280304,17z/data=!3m1!4b1!4m5!3m4!1s0x885bf39678a4e045:0x186cbc6639ce7338!8m2!3d36.0169498!4d-83.4257515",36.0167477,-83.4280304,POINT (-83.4280304 36.0167477),2022-03-10 23:59:59,3.5,3.4341269841269844,3.564583333333333,3.3414062500000004,3.1666666666666665,3.515625,,,True,Yes,,Yes,Yes,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
140,Midway IGA,4.5,,Supermarket,"7345 Tazewell Pike, Corryton, TN 37721","{'Tuesday': ['7AM', '9:30PM'], 'Wednesday': ['7AM', '9:30PM'], 'Thursday': ['7AM', '9:30PM'], 'Friday': ['7AM', '9:30PM'], 'Saturday': ['7AM', '9:30PM'], 'Sunday': ['7AM', '9:30PM'], 'Monday': ['7AM', '9:30PM']}",Website: midwayiga.iga.com ,(865) 687-4170,"449V+2W Corryton, Tenn",,"https://www.google.com/maps/place/Midway+IGA/@36.117604,-83.8574052,17z/data=!3m1!4b1!4m5!3m4!1s0x885c6b5a613849eb:0xb73873268fdf86ef!8m2!3d36.117586!4d-83.8550756",36.117604,-83.8574052,POINT (-83.8574052 36.117604),2022-03-10 23:59:59,3.539583333333333,3.6676136363636367,3.651041666666667,3.45703125,3.414186507936508,3.848611111111111,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 07:00:00,2022-03-08 21:30:00,2022-03-09 07:00:00,2022-03-09 21:30:00,2022-03-10 07:00:00,2022-03-10 21:30:00,2022-03-11 07:00:00,2022-03-11 21:30:00,2022-03-12 07:00:00,2022-03-12 21:30:00,2022-03-13 07:00:00,2022-03-13 21:30:00,2022-03-14 07:00:00,2022-03-14 21:30:00
141,Walmart Supercenter,3.8,$,Department store,"6777 Clinton Hwy, Knoxville, TN 37912","{'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['6AM', '11PM'], 'Monday': ['6AM', '11PM']}",Website: walmart.com ,(865) 938-6760,"2X4F+6F Knoxville, Tenn",,"https://www.google.com/maps/place/Walmart+Supercenter/@36.0055803,-84.0285619,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3bf2a4f24a69:0x6724750645fac1c1!8m2!3d36.005576!4d-84.0263679",36.0055803,-84.0285619,POINT (-84.0285619 36.0055803),2022-03-10 23:59:59,3.15,,3.125,,,3.1736111111111107,,,True,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 06:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
